alert_count,machine_entity_count,machine_entity_ratio,device_context_count,device_context_ratio,vm_resource_count,dominant_category_code,max_suspicion_score,max_verdict_score,max_severity_score,unique_entity_types,has_process_entity,has_file_entity,has_machine_entity
35,35,1.0,35,1.0,0,8,1,2,2,5,1,1,1
42,42,1.0,42,1.0,0,1,0,2,2,11,0,1,1
36,36,1.0,36,1.0,0,1,1,2,2,10,1,0,1
16,16,1.0,16,1.0,0,1,0,2,2,8,0,1,1
303,303,1.0,303,1.0,0,6,0,0,0,3,0,0,0
58,58,1.0,58,1.0,0,2,0,0,0,5,0,1,1
7,7,1.0,7,1.0,0,1,0,0,0,3,0,0,0
13,13,1.0,13,1.0,0,1,1,2,2,8,1,0,1
20,20,1.0,20,1.0,0,8,1,2,2,7,1,1,1
47,47,1.0,47,1.0,0,1,0,2,2,9,1,1,0
14,14,1.0,14,1.0,0,7,0,0,0,6,0,1,1
10,10,1.0,10,1.0,0,1,1,2,2,6,0,1,1
35,35,1.0,35,1.0,0,3,1,1,1,5,1,0,1
14,14,1.0,14,1.0,0,2,1,1,1,6,1,1,1
30,30,1.0,30,1.0,0,3,1,1,1,5,1,0,1
33,33,1.0,33,1.0,0,1,0,2,2,5,0,0,0
37,37,1.0,37,1.0,0,4,1,1,1,6,1,0,1
61,61,1.0,61,1.0,0,6,1,1,1,7,1,1,1
51,51,1.0,51,1.0,0,3,1,1,1,5,1,0,1
87,87,1.0,87,1.0,0,7,1,1,1,6,1,1,1
5,5,1.0,5,1.0,0,2,0,0,0,2,0,0,0
10,10,1.0,10,1.0,0,2,0,0,0,3,0,1,0
2,2,1.0,2,1.0,0,3,0,0,0,2,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
30,30,1.0,30,1.0,0,1,0,2,2,9,0,0,1
20,20,1.0,20,1.0,0,1,0,0,0,8,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
16,16,1.0,16,1.0,0,1,1,1,1,8,1,0,1
27,27,1.0,27,1.0,0,1,0,2,2,7,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
39,39,1.0,39,1.0,0,2,0,0,0,2,0,0,0
15,15,1.0,15,1.0,0,8,1,2,2,5,1,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
27,27,1.0,27,1.0,0,1,0,2,2,7,0,1,0
17,17,1.0,17,1.0,0,3,1,1,1,6,1,0,1
9,9,1.0,9,1.0,0,4,1,1,1,7,1,0,1
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
56,56,1.0,56,1.0,0,2,0,0,0,4,0,1,0
5,5,1.0,5,1.0,0,2,0,0,0,5,0,1,1
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
15,15,1.0,15,1.0,0,3,0,0,0,3,0,0,0
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
29,29,1.0,29,1.0,0,1,1,2,2,11,1,1,1
5,5,1.0,5,1.0,0,3,0,0,0,4,1,1,1
17,17,1.0,17,1.0,0,1,1,1,1,8,1,0,1
553,553,1.0,553,1.0,0,1,0,0,0,9,0,1,1
14,14,1.0,14,1.0,0,1,0,0,0,6,0,1,0
70,70,1.0,70,1.0,0,2,0,0,0,4,0,1,0
16,16,1.0,16,1.0,0,1,0,0,0,8,0,1,0
44,44,1.0,44,1.0,0,2,0,0,0,4,0,1,1
68,68,1.0,68,1.0,0,2,1,1,1,5,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
20,20,1.0,20,1.0,0,9,0,0,0,2,0,0,1
12,12,1.0,12,1.0,0,1,0,0,0,5,0,0,0
8,8,1.0,8,1.0,0,4,1,1,1,6,1,1,1
7,7,1.0,7,1.0,0,2,0,0,0,2,0,0,0
148,148,1.0,148,1.0,0,2,0,0,0,4,0,1,0
252,252,1.0,252,1.0,0,4,0,0,0,4,0,0,0
63,63,1.0,63,1.0,0,3,1,1,1,9,1,0,1
25,25,1.0,25,1.0,0,1,0,2,2,5,0,0,0
260,260,1.0,260,1.0,0,5,0,0,0,4,1,1,1
27,27,1.0,27,1.0,0,8,1,2,2,7,0,1,1
9,9,1.0,9,1.0,0,1,0,0,0,6,0,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
11,11,1.0,11,1.0,0,1,0,2,2,5,0,1,0
57,57,1.0,57,1.0,0,6,1,2,2,11,1,1,1
2,2,1.0,2,1.0,0,12,1,1,1,2,0,1,1
14,14,1.0,14,1.0,0,2,0,0,0,5,0,1,1
110,110,1.0,110,1.0,0,2,0,0,0,7,0,1,0
32,32,1.0,32,1.0,0,4,1,2,2,8,1,1,1
409,409,1.0,409,1.0,0,6,0,2,2,10,0,1,1
73,73,1.0,73,1.0,0,7,0,0,0,8,0,0,1
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
50,50,1.0,50,1.0,0,3,0,0,0,7,0,0,1
15,15,1.0,15,1.0,0,3,0,0,0,3,0,0,0
60,60,1.0,60,1.0,0,1,0,2,2,5,0,0,0
9,9,1.0,9,1.0,0,2,0,0,0,3,0,1,0
17,17,1.0,17,1.0,0,1,0,0,0,7,1,1,1
11,11,1.0,11,1.0,0,1,0,2,2,5,0,1,0
26,26,1.0,26,1.0,0,1,0,2,2,5,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
35,35,1.0,35,1.0,0,2,0,0,0,3,0,1,0
22,22,1.0,22,1.0,0,1,1,1,1,10,1,0,1
20,20,1.0,20,1.0,0,4,1,1,1,4,1,0,1
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
500,500,1.0,500,1.0,0,6,0,0,0,1,0,0,0
438,438,1.0,438,1.0,0,10,0,0,0,2,0,0,0
540,540,1.0,540,1.0,0,4,0,2,2,9,0,1,0
5,5,1.0,5,1.0,0,2,0,0,0,2,0,0,0
9999,9999,1.0,9999,1.0,0,2,0,0,0,2,0,0,0
4,4,1.0,4,1.0,0,4,1,1,1,3,1,0,1
1542,1542,1.0,1542,1.0,0,1,0,1,1,8,0,0,0
15,15,1.0,15,1.0,0,1,0,0,0,6,0,0,1
10,10,1.0,10,1.0,0,1,0,0,0,5,0,0,0
43,43,1.0,43,1.0,0,1,0,2,2,6,0,0,0
21,21,1.0,21,1.0,0,4,0,0,0,7,0,0,1
15,15,1.0,15,1.0,0,3,1,1,1,6,1,0,1
18,18,1.0,18,1.0,0,1,0,0,0,6,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,2,0,0,0,3,0,1,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
26,26,1.0,26,1.0,0,10,1,2,2,6,0,1,1
6,6,1.0,6,1.0,0,3,0,0,0,3,0,0,0
120,120,1.0,120,1.0,0,1,0,2,2,10,0,1,0
91,91,1.0,91,1.0,0,2,0,0,0,4,0,1,0
210,210,1.0,210,1.0,0,4,0,0,0,9,0,1,0
98,98,1.0,98,1.0,0,7,0,0,0,1,0,0,0
12,12,1.0,12,1.0,0,14,1,1,1,2,0,1,1
105,105,1.0,105,1.0,0,1,0,0,0,3,0,0,0
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
13,13,1.0,13,1.0,0,2,0,0,0,5,0,1,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
638,638,1.0,638,1.0,0,4,1,1,1,7,1,0,1
4,4,1.0,4,1.0,0,4,0,0,0,4,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
197,197,1.0,197,1.0,0,4,0,0,0,5,0,0,0
90,90,1.0,90,1.0,0,3,1,1,1,5,1,0,1
12,12,1.0,12,1.0,0,1,0,2,2,5,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
35,35,1.0,35,1.0,0,2,0,0,0,3,0,1,0
11,11,1.0,11,1.0,0,3,0,0,0,2,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
109,109,1.0,109,1.0,0,3,0,0,0,6,0,0,0
13,13,1.0,13,1.0,0,1,0,0,0,8,1,1,1
35,35,1.0,35,1.0,0,2,0,0,0,4,0,1,0
31,31,1.0,31,1.0,0,7,1,2,2,7,1,1,1
11,11,1.0,11,1.0,0,1,0,0,0,6,0,0,0
90,90,1.0,90,1.0,0,2,0,0,0,4,0,1,1
23,23,1.0,23,1.0,0,1,0,2,2,7,0,0,0
6,6,1.0,6,1.0,0,3,0,0,0,3,0,0,0
283,283,1.0,283,1.0,0,7,0,0,0,4,0,0,0
48,48,1.0,48,1.0,0,4,0,0,0,6,0,0,1
13,13,1.0,13,1.0,0,1,0,2,2,5,0,0,0
40,40,1.0,40,1.0,0,1,0,2,2,10,0,1,0
19,19,1.0,19,1.0,0,1,0,2,2,5,0,0,0
11,11,1.0,11,1.0,0,1,0,0,0,6,0,0,1
23,23,1.0,23,1.0,0,1,0,0,0,7,0,1,1
12,12,1.0,12,1.0,0,1,0,1,1,6,0,0,0
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
10,10,1.0,10,1.0,0,3,1,1,1,6,1,1,1
14,14,1.0,14,1.0,0,1,0,2,2,5,0,0,0
32,32,1.0,32,1.0,0,1,1,1,1,14,1,1,1
13,13,1.0,13,1.0,0,2,0,0,0,4,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
26,26,1.0,26,1.0,0,1,1,2,2,15,1,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
504,504,1.0,504,1.0,0,6,0,0,0,3,0,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
25,25,1.0,25,1.0,0,4,1,1,1,4,1,0,1
35,35,1.0,35,1.0,0,1,0,2,2,7,0,1,0
42,42,1.0,42,1.0,0,1,0,2,2,9,0,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
22,22,1.0,22,1.0,0,1,0,0,0,6,0,0,0
13,13,1.0,13,1.0,0,1,0,2,2,5,0,0,0
6,6,1.0,6,1.0,0,4,1,1,1,4,1,0,1
7,7,1.0,7,1.0,0,2,0,0,0,2,0,0,0
14,14,1.0,14,1.0,0,1,0,2,2,5,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,2,0,0,0,2,0,0,0
13,13,1.0,13,1.0,0,1,0,2,2,5,0,0,0
21,21,1.0,21,1.0,0,1,0,0,0,8,0,1,0
245,245,1.0,245,1.0,0,6,0,2,2,8,0,1,1
12,12,1.0,12,1.0,0,4,1,2,2,7,1,1,1
14,14,1.0,14,1.0,0,4,1,1,1,6,1,0,1
132,132,1.0,132,1.0,0,2,0,0,0,5,0,1,1
9,9,1.0,9,1.0,0,2,0,0,0,3,0,1,0
2173,2173,1.0,2173,1.0,0,6,0,0,0,1,0,0,0
2,2,1.0,2,1.0,0,5,0,0,0,2,0,1,0
44,44,1.0,44,1.0,0,10,0,0,0,1,0,0,0
25,25,1.0,25,1.0,0,2,0,0,0,4,0,1,1
57,57,1.0,57,1.0,0,7,0,0,0,2,0,0,1
46,46,1.0,46,1.0,0,1,1,2,2,9,0,1,1
62,62,1.0,62,1.0,0,1,1,2,2,9,1,1,1
456,456,1.0,456,1.0,0,4,1,1,1,5,1,0,1
46,46,1.0,46,1.0,0,1,0,2,2,8,0,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
6,6,1.0,6,1.0,0,4,1,1,1,4,1,0,1
89,89,1.0,89,1.0,0,1,1,2,2,9,1,0,1
36,36,1.0,36,1.0,0,7,0,0,0,5,0,1,1
97,97,1.0,97,1.0,0,2,1,2,2,9,1,1,1
187,187,1.0,187,1.0,0,1,0,2,2,8,0,1,0
42,42,1.0,42,1.0,0,7,1,1,1,10,1,1,1
30,30,1.0,30,1.0,0,2,0,0,0,2,0,0,0
96,96,1.0,96,1.0,0,3,1,1,1,5,1,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
37,37,1.0,37,1.0,0,2,0,2,2,8,0,1,1
128,128,1.0,128,1.0,0,2,0,2,2,7,0,1,0
27,27,1.0,27,1.0,0,8,1,2,2,11,1,1,1
13,13,1.0,13,1.0,0,1,0,0,0,6,1,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
20,20,1.0,20,1.0,0,1,0,0,0,7,0,0,0
87,87,1.0,87,1.0,0,1,1,2,2,10,1,1,1
28,28,1.0,28,1.0,0,2,0,0,0,6,0,1,0
224,224,1.0,224,1.0,0,7,1,1,1,7,1,0,1
40,40,1.0,40,1.0,0,1,0,0,0,7,0,0,0
11,11,1.0,11,1.0,0,1,0,0,0,7,1,1,1
9,9,1.0,9,1.0,0,5,0,0,0,7,0,1,0
623,623,1.0,623,1.0,0,1,1,2,2,8,1,1,1
26,26,1.0,26,1.0,0,1,1,2,2,7,0,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
2,2,1.0,2,1.0,0,2,0,0,0,2,0,0,0
59,59,1.0,59,1.0,0,2,0,0,0,2,0,0,0
505,505,1.0,505,1.0,0,6,0,0,0,4,0,0,1
118,118,1.0,118,1.0,0,4,1,2,2,8,1,0,1
18,18,1.0,18,1.0,0,1,0,2,2,6,0,0,1
18,18,1.0,18,1.0,0,5,0,0,0,3,0,1,0
223,223,1.0,223,1.0,0,4,0,0,0,7,0,0,0
330,330,1.0,330,1.0,0,2,0,0,0,5,0,1,1
43,43,1.0,43,1.0,0,1,0,2,2,5,0,0,0
262,262,1.0,262,1.0,0,2,0,0,0,6,0,1,1
21,21,1.0,21,1.0,0,3,0,0,0,3,0,0,0
18,18,1.0,18,1.0,0,1,0,2,2,7,0,0,0
26,26,1.0,26,1.0,0,1,1,1,1,6,1,1,1
31,31,1.0,31,1.0,0,1,0,2,2,9,0,0,1
18,18,1.0,18,1.0,0,2,0,0,0,3,0,1,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
28,28,1.0,28,1.0,0,1,0,2,2,8,0,0,0
85,85,1.0,85,1.0,0,2,0,0,0,4,0,1,1
1,1,1.0,1,1.0,0,3,0,0,0,1,0,0,0
18,18,1.0,18,1.0,0,1,0,2,2,5,0,0,0
548,548,1.0,548,1.0,0,1,1,1,1,10,1,1,1
11,11,1.0,11,1.0,0,1,0,2,2,5,0,0,0
27,27,1.0,27,1.0,0,1,0,2,2,11,0,1,1
504,504,1.0,504,1.0,0,6,0,0,0,3,0,0,0
12,12,1.0,12,1.0,0,1,0,2,2,5,0,1,0
11,11,1.0,11,1.0,0,1,0,2,2,5,0,1,0
58,58,1.0,58,1.0,0,1,0,2,2,9,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
15,15,1.0,15,1.0,0,2,0,0,0,5,0,1,1
30,30,1.0,30,1.0,0,3,1,1,1,5,1,0,1
188,188,1.0,188,1.0,0,1,0,2,2,12,0,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
6,6,1.0,6,1.0,0,1,0,0,0,5,0,0,0
30,30,1.0,30,1.0,0,1,0,2,2,9,0,1,0
64,64,1.0,64,1.0,0,2,0,0,0,2,0,0,0
5,5,1.0,5,1.0,0,5,0,0,0,4,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
515,515,1.0,515,1.0,0,6,0,2,2,6,0,0,0
83,83,1.0,83,1.0,0,1,0,0,0,6,0,0,0
305,305,1.0,305,1.0,0,6,1,1,1,9,1,0,1
33,33,1.0,33,1.0,0,3,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
10,10,1.0,10,1.0,0,3,1,1,1,5,1,0,1
13,13,1.0,13,1.0,0,1,0,2,2,6,0,1,0
51,51,1.0,51,1.0,0,2,0,0,0,3,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
7,7,1.0,7,1.0,0,1,0,0,0,5,0,0,0
9,9,1.0,9,1.0,0,1,0,0,0,3,0,0,0
57,57,1.0,57,1.0,0,1,1,2,2,10,1,1,1
37,37,1.0,37,1.0,0,1,0,0,0,12,1,1,1
104,104,1.0,104,1.0,0,2,0,0,0,4,0,1,0
12,12,1.0,12,1.0,0,1,0,0,0,3,0,0,0
57,57,1.0,57,1.0,0,3,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
93,93,1.0,93,1.0,0,2,0,0,0,4,0,1,0
22,22,1.0,22,1.0,0,1,0,0,0,3,0,0,0
102,102,1.0,102,1.0,0,8,1,2,2,5,0,1,1
87,87,1.0,87,1.0,0,3,1,1,1,5,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
35,35,1.0,35,1.0,0,1,1,2,2,9,1,1,1
12,12,1.0,12,1.0,0,8,1,1,1,7,1,0,1
41,41,1.0,41,1.0,0,1,0,2,2,8,0,1,1
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
817,817,1.0,817,1.0,0,3,1,1,1,5,1,0,1
68,68,1.0,68,1.0,0,2,0,0,0,2,0,0,0
20,20,1.0,20,1.0,0,4,1,1,1,4,1,0,1
16,16,1.0,16,1.0,0,1,1,2,2,7,1,0,1
15,15,1.0,15,1.0,0,1,0,2,2,8,0,0,0
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
25,25,1.0,25,1.0,0,8,1,2,2,10,1,1,1
13,13,1.0,13,1.0,0,1,0,2,2,6,0,1,0
37,37,1.0,37,1.0,0,3,1,1,1,5,1,0,1
94,94,1.0,94,1.0,0,8,1,2,2,5,0,1,1
5,5,1.0,5,1.0,0,2,0,0,0,5,0,1,1
48,48,1.0,48,1.0,0,3,1,1,1,5,1,0,1
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
2,2,1.0,2,1.0,0,3,0,0,0,2,0,0,0
90,90,1.0,90,1.0,0,1,1,2,2,10,0,1,1
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
13,13,1.0,13,1.0,0,4,1,1,1,6,1,0,1
54,54,1.0,54,1.0,0,1,1,2,2,10,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
8,8,1.0,8,1.0,0,1,0,0,0,4,0,0,0
63,63,1.0,63,1.0,0,2,0,0,0,6,0,1,0
3,3,1.0,3,1.0,0,12,1,1,1,2,0,1,1
52,52,1.0,52,1.0,0,1,1,2,2,11,1,1,1
15,15,1.0,15,1.0,0,1,1,2,2,8,0,1,1
10,10,1.0,10,1.0,0,3,1,1,1,5,1,0,1
8,8,1.0,8,1.0,0,1,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
231,231,1.0,231,1.0,0,6,0,0,0,11,1,0,1
10,10,1.0,10,1.0,0,4,0,0,0,5,0,0,0
6,6,1.0,6,1.0,0,2,0,0,0,3,0,1,0
317,317,1.0,317,1.0,0,6,1,1,1,12,1,1,1
428,428,1.0,428,1.0,0,1,0,0,0,4,0,0,0
19,19,1.0,19,1.0,0,1,0,0,0,4,0,0,0
16,16,1.0,16,1.0,0,1,0,2,2,5,0,0,0
30,30,1.0,30,1.0,0,1,0,2,2,5,0,0,0
6,6,1.0,6,1.0,0,2,0,0,0,5,0,1,1
12,12,1.0,12,1.0,0,2,0,0,0,6,0,1,1
39,39,1.0,39,1.0,0,5,0,0,0,2,0,0,1
8,8,1.0,8,1.0,0,4,1,1,1,4,1,0,1
136,136,1.0,136,1.0,0,1,0,2,2,7,0,0,1
10,10,1.0,10,1.0,0,1,0,0,0,2,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
50,50,1.0,50,1.0,0,1,0,2,2,7,0,1,0
32,32,1.0,32,1.0,0,4,1,2,2,7,1,0,1
94,94,1.0,94,1.0,0,2,0,2,2,8,0,1,0
15,15,1.0,15,1.0,0,1,1,1,1,7,1,1,1
90,90,1.0,90,1.0,0,3,1,1,1,5,1,0,1
22,22,1.0,22,1.0,0,1,0,0,0,7,0,0,1
87,87,1.0,87,1.0,0,2,1,2,2,11,1,1,1
890,890,1.0,890,1.0,0,6,0,0,0,8,0,0,1
10,10,1.0,10,1.0,0,1,0,0,0,7,0,1,0
1,1,1.0,1,1.0,0,3,0,0,0,1,0,0,0
31,31,1.0,31,1.0,0,9,0,0,0,9,1,1,1
14,14,1.0,14,1.0,0,1,0,2,2,7,0,1,0
7,7,1.0,7,1.0,0,2,0,0,0,3,0,1,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
17,17,1.0,17,1.0,0,1,0,0,0,6,0,0,0
40,40,1.0,40,1.0,0,3,1,1,1,5,1,0,1
24,24,1.0,24,1.0,0,2,0,0,0,4,0,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
63,63,1.0,63,1.0,0,1,1,2,2,10,1,0,1
210,210,1.0,210,1.0,0,2,0,0,0,7,0,1,1
106,106,1.0,106,1.0,0,2,1,1,1,6,1,1,1
17,17,1.0,17,1.0,0,1,0,0,0,4,0,0,0
10,10,1.0,10,1.0,0,2,0,0,0,2,0,0,0
109,109,1.0,109,1.0,0,5,1,1,1,9,1,1,1
1065,1065,1.0,1065,1.0,0,1,0,2,2,12,0,1,1
47,47,1.0,47,1.0,0,1,1,2,2,12,1,1,1
137,137,1.0,137,1.0,0,1,0,2,2,6,0,0,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
138,138,1.0,138,1.0,0,1,1,2,2,8,1,0,1
273,273,1.0,273,1.0,0,2,0,0,0,6,0,1,1
28,28,1.0,28,1.0,0,1,0,2,2,5,0,0,0
67,67,1.0,67,1.0,0,2,1,1,1,7,1,0,1
12,12,1.0,12,1.0,0,2,0,0,0,3,0,1,0
19,19,1.0,19,1.0,0,3,0,0,0,5,0,0,0
210,210,1.0,210,1.0,0,4,0,0,0,5,0,0,0
10,10,1.0,10,1.0,0,4,1,1,1,5,1,0,1
307,307,1.0,307,1.0,0,6,1,1,1,6,0,0,1
274,274,1.0,274,1.0,0,6,0,0,0,3,0,0,0
16,16,1.0,16,1.0,0,4,1,1,1,4,1,0,1
6,6,1.0,6,1.0,0,3,0,0,0,3,0,0,0
107,107,1.0,107,1.0,0,3,1,1,1,7,1,1,1
16,16,1.0,16,1.0,0,1,0,1,1,5,0,0,0
186,186,1.0,186,1.0,0,2,1,1,1,7,1,1,1
7,7,1.0,7,1.0,0,1,0,0,0,5,0,0,0
37,37,1.0,37,1.0,0,1,1,2,2,7,1,0,1
10,10,1.0,10,1.0,0,4,1,1,1,6,1,0,1
7,7,1.0,7,1.0,0,1,0,0,0,6,0,1,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
9,9,1.0,9,1.0,0,5,0,0,0,7,1,1,1
21,21,1.0,21,1.0,0,1,0,2,2,8,0,0,0
11,11,1.0,11,1.0,0,3,1,1,1,9,1,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
14,14,1.0,14,1.0,0,1,0,2,2,5,0,0,0
2,2,1.0,2,1.0,0,2,0,0,0,2,0,0,0
40,40,1.0,40,1.0,0,3,1,1,1,5,1,0,1
109,109,1.0,109,1.0,0,3,1,1,1,7,1,0,1
8,8,1.0,8,1.0,0,2,0,0,0,5,0,1,0
46,46,1.0,46,1.0,0,1,0,0,0,7,1,0,1
36,36,1.0,36,1.0,0,3,1,1,1,5,1,0,1
37,37,1.0,37,1.0,0,1,1,2,2,8,1,1,1
24,24,1.0,24,1.0,0,1,0,0,0,10,1,1,1
10,10,1.0,10,1.0,0,4,1,1,1,5,1,0,1
15,15,1.0,15,1.0,0,1,1,1,1,10,0,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
25,25,1.0,25,1.0,0,1,1,1,1,7,1,1,1
13,13,1.0,13,1.0,0,2,0,0,0,2,0,0,0
18,18,1.0,18,1.0,0,3,1,1,1,6,1,0,1
41,41,1.0,41,1.0,0,1,0,0,0,9,0,1,1
142,142,1.0,142,1.0,0,1,1,2,2,11,1,1,1
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
8,8,1.0,8,1.0,0,1,0,2,2,5,0,0,0
20,20,1.0,20,1.0,0,1,1,2,2,9,1,1,1
45,45,1.0,45,1.0,0,1,0,2,2,7,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
10,10,1.0,10,1.0,0,4,1,1,1,4,1,0,1
132,132,1.0,132,1.0,0,1,0,2,2,6,0,1,0
16,16,1.0,16,1.0,0,2,0,0,0,5,0,1,1
28,28,1.0,28,1.0,0,1,1,2,2,8,1,0,1
20,20,1.0,20,1.0,0,1,1,2,2,11,0,1,1
8,8,1.0,8,1.0,0,1,0,2,2,6,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
103,103,1.0,103,1.0,0,2,0,2,2,6,0,1,0
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
5,5,1.0,5,1.0,0,3,1,1,1,5,1,0,1
9,9,1.0,9,1.0,0,4,1,1,1,5,1,0,1
27,27,1.0,27,1.0,0,2,1,2,2,7,1,1,1
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
23,23,1.0,23,1.0,0,1,1,2,2,11,1,1,1
82,82,1.0,82,1.0,0,2,0,0,0,4,0,1,0
2,2,1.0,2,1.0,0,8,1,2,2,2,0,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
78,78,1.0,78,1.0,0,1,0,2,2,7,0,0,0
46,46,1.0,46,1.0,0,1,0,2,2,8,0,1,0
15,15,1.0,15,1.0,0,1,0,2,2,7,0,1,0
6,6,1.0,6,1.0,0,4,1,1,1,4,1,0,1
20,20,1.0,20,1.0,0,1,0,0,0,4,0,0,0
14,14,1.0,14,1.0,0,5,0,0,0,5,0,1,0
38,38,1.0,38,1.0,0,1,0,2,2,7,0,0,0
10,10,1.0,10,1.0,0,4,1,1,1,4,1,0,1
14,14,1.0,14,1.0,0,4,0,0,0,4,0,1,1
7,7,1.0,7,1.0,0,3,1,1,1,5,1,0,1
20,20,1.0,20,1.0,0,2,0,0,0,3,0,1,0
151,151,1.0,151,1.0,0,4,1,1,1,5,1,0,1
44,44,1.0,44,1.0,0,1,0,0,0,8,0,1,0
37,37,1.0,37,1.0,0,5,0,2,2,9,0,1,1
14,14,1.0,14,1.0,0,3,1,1,1,6,1,0,1
85,85,1.0,85,1.0,0,2,0,2,2,5,0,0,0
99,99,1.0,99,1.0,0,1,0,2,2,8,0,1,1
1,1,1.0,1,1.0,0,3,0,0,0,1,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
74,74,1.0,74,1.0,0,4,0,0,0,8,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
5,5,1.0,5,1.0,0,11,0,0,0,5,1,0,1
23,23,1.0,23,1.0,0,5,0,0,0,6,0,1,1
18,18,1.0,18,1.0,0,8,1,2,2,3,1,1,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
12,12,1.0,12,1.0,0,1,0,2,2,6,0,0,0
28,28,1.0,28,1.0,0,1,0,2,2,5,0,0,0
